"organism","target_version"
"Myotis_brandtii","ncbi_100_2013"
"Myotis_davidii","bgi_1.1_april_2013"
"Myotis_lucifugus","goldenpath_myoLuc2"
"Nannospalax_galili","S.galili_v1.0"
"Nasalis_larvatus","goldepath_nasLar1_2015-12"
"Neolamprologus_brichardi","NeoBri1.0"
"Nipponia_nippon","bgi_2011-10-28"
"Nomascus_leucogenys","ensembl_79_Nleu1.0"
"Nothobranchius_furzeri","Nfu_20140520"
"Notophthalmus_viridescens","sung-2015"
"Notothenia_coriiceps","ncbi_8208_2014"
"Ochotona_princeps","goldenpath_ochPri3"
"Octodon_degus","broad_1.0_july_2012"
"Odobenus_rosmarus","marinemamm_1.0_april_2013"
"Opisthocomus_hoazin","bgi_2011-10-28"
"Orcinus_orca","ncbi_ANOL02_jan_2013"
"Oreochromis_niloticus","goldenpath_oreNil2_2011_01"
"Ornithorhynchus_anatinus","goldenpath_ornAna1_2007-03"
"Orycteropus_afer","broad_v0_2012"
"Oryctolagus_cuniculus","goldenpath_oryCun2"
"Oryzias_latipes","medaka1"
"Otolemur_garnettii","goldenpath_otoGar3"
"Ovis_aries","goldenpath_oviAri3"
"Pan_troglodytes","goldenpath_panTro4"
"Panthera_tigris_altaica","ncbi_100_2014-03"
"Papio_anubis","goldenpath_papAnu2"
"Pelecanus_crispus","bgi_2011-10-28"
"Pelodiscus_sinensis","PelSin_1.0"
"Peromyscus_maniculatus_bairdii",1.0
"Petromyzon_marinus","Pmarinus_7.0"
"Phaethon_lepturus","bgi_2011-10-28"
"Phalacrocorax_carbo","bgi_2011-10-28"
"Phoenicopterus_ruber","bgi_2011-10-28"
"Picoides_pubescens","bgi_2011-10-28"
"Podiceps_cristatus","bgi_2011-10-28"
"Poecilia_formosa","PoeFor_5.1.2"
"Pongo_abelii","goldenpath_ponAbe2"
"Procavia_capensis","goldenpath_proCap1"
"Propithecus_coquereli","Pcoq_1.0"
"Protobothrops_mucrosquamatus","P.Mucros_1.0"
"Pseudopodoces_humilis",1.0
"Pterocles_gutturalis","bgi_2011-10-28"
"Pteronotus_parnellii","ncbi_AWGZ00000000.1_2015-05"
"Pteropus_alecto","broad_1.0_april_2012"
"Pteropus_vampyrus","goldenpath_pteVam1"
"Pundamilia_nyererei","PunNye1.0"
"Pygoscelis_adeliae","bgi_2011-10-28"
"Python_bivittatus","5.0.2"
"Rattus_norvegicus","goldenpath_rn6"
"Rhinolophus_ferrumequinum","ncbi_AWHA00000000.1_2015-05"
"Rhinopithecus_roxellana","ncbi_100_2014-11-18"
"Rousettus_aegyptiacus",2.0
"Saimiri_boliviensis","goldenpath_saiBol1"
"Sarcophilus_harrisii","goldenpath_sarHar1"
"Sorex_araneus","goldenpath_sorAra2"
"Stegastes_partitus","1.0.2"
"Struthio_camelus","bgi_2011-10-28"
"Sus_scrofa","goldenpath_susScr3"
"Taeniopygia_guttata","goldenpath_taeGut2"
"Takifugu_rubripes","FUGU4"
"Tarsius_syrichta","goldenpath_tarSyr1"
"Tauraco_erythrolophus","bgi_2011-10-28"
"Tetraodon_nigroviridis","TETRAODON8"
"Thamnophis_sirtalis",6.0
"Tinamus_guttatus","bgi_2011-10-28"
"Trichechus_manatus","goldenpath_triMan1"
"Triturus_carnifex","sung_2016"
"Tupaia_belangeri","goldenpath_tupBel1"
"Tursiops_truncatus","goldenpath_turTru2"
"Tyto_alba","bgi_2011-10-28"
"Ursus_maritimus","GAJD01_1.0_june_2013"
"Vicugna_pacos","goldenpath_vicPac2"
"Xenopus_tropicalis","v7_2015-06-19"
"Xiphophorus_maculatus","ncbi_100_2013"
"Zonotrichia_albicollis","1.0.1"
"Condylura_cristata","broad_ConCri1.0"
"Camelus_dromedarius","ncbi_GCF_000767585_2015-05-14"
"Camelus_bactrianus","MBC_1.0"
"Bos_mutus","v2.0"
"Macaca_nemestrina","Mnem_1.0"
"Marmota_marmota_marmota","marMar2.1"
"Poecilia_latipinna","v1.0"
"Poecilia_mexicana","v1.0"
"Poecilia_reticulata","v1.0"
"Salmo_salar","ICASG_v2"
"Sinocyclocheilus_grahami","v1.1"
"Miniopterus_natalensis","Mnat.v1"
"Pantholops_hodgsonii","PHO1.0"
"Physeter_catodon","2.0.2"
"Nestor_notabilis","bgi_2011-10-28"
"Apodemus_sylvaticus","GCA_001305905.1"
"Capra_aegagrus","CapAeg_1.0"
"Capreolus_capreolus","kmer631"
"Cebus_capucinus","Cebus_imitator-1.0"
"Eulemur_macaco","Emacaco_refEf"
"Manis_pentadactyla","GCA_000738955.1"
"Mus_caroli","REL-1509_EiJ"
"Mus_castaneus","REL-1509-EiJ"
"Mus_pahari","REL-1509-EiJ"
"Mus_spretus","SPRET_EiJ_v1"
"Odocoileus_virginianus","RRL-RSL_1.0"
"Tupaia_chinensis","TupChi_1.0"
"Amazona_aestiva","ASM142067v1"
"Lyrurus_tetrix","tetTet1"
"Nanorana_parkeri","GCA_000935625.1"
"Anoplopoma_fimbria","AnoFim1.0"
"Anser_cygnoides","PRJNA183603"
"Ara_macao","SMACv1.1"
"Myodes_glareolus","ASM130578v1"
"Rhamphochromis_esox","ASM15093v1"
"Anolis_carolinensis","goldenPath_anoCar2"
"Anguilla_anguilla","v1"
"Apalone_spinifera","Apla_1.0"
"Boleophthalmus_pectinirostris","1_BP"
"Crotalus_mitchellii_pyrrhus","CrotMitch1.0"
"Eulemur_flavifrons","Eflavifronsk33QCA"
"Giraffa_camelopardalis_tippelskirchi","ASM165123v1"
"Ophiophagus_hannah","OphHan1.0"
"Pantherophis_guttatus","PanGut1.0"
"Thunnus_orientalis","Ba_1.0"
"Vipera_berus","Vber.be_1.0"
"Zosterops_lateralis","ASM128173v1"
"Crotalus_horridus","v1"
"Pseudopleuronectes_yokohamae","Pyoko_1.0"
"Amphilophus_citrinellus","Midas_v5"
"Anguilla_japonica","v1_25_oct_2011"
"Cyprinodon_nevadensis_pectoralis","v1"
"Dicentrarchus_labrax","seabass_V1.0"
"Labeotropheus_fuelleborni","v1"
"Pampus_argenteus","PamArg1.0"
"Periophthalmodon_schlosseri","PS"
"Anguilla_rostrata","v1"
"Cottus_rhenanus","v1"
"Cyprinodon_variegatus","C_variegatus-1.0"
"Kryptolebias_marmoratus","v1"
"Serinus_canaria","ncbi_100"
"Takifugu_flavidus","v1"
"Cynops_pyrrhogaster","sung-2016"
"Cyprinus_carpio","v1_2015"
"Ictalurus_punctatus","IpCoco_1.2"
"Lates_calcarifer","ASM164080v1"
"Lethenteron_camtschaticum","LetJap1.0"
"Leuciscus_waleckii","Amur_ide_v1"
"Leucoraja_erinacea","LER_WGS_1"
"Mchenga_conophoros","ASM15085v1"
"Miichthys_miiuy","ASM159371v1"
"Periophthalmus_magnuspinnatus","GCA_000787105"
"Pimephales_promelas","GCA_000700825.1"
"Pygocentrus_nattereri","1.0.2"
"Rhincodon_typus","Rhincodon_v1"
"Scartelaos_histophorus","SH"
"Scleropages_formosus","aro_v2"
"Sebastes_nigrocinctus","Snig1.0"
"Sebastes_rubrivinctus","SRub1.0"
"Sinocyclocheilus_rhinocerous","SAMN03320098_v1"
"Xiphophorus_couchianus","4.0.1"
"Xiphophorus_hellerii","3.0.1"
"Ellobius_lutescens","ASM168507v1"
"Ellobius_talpinus","ETalpinus_0.1"
"Manis_javanica","ManJav1.0"
"Neotoma_lepida","ASM167557v1"
"Okapia_johnstoni","ASM166083v1"
"Mola_mola","ASM169857v1"
"Sinocyclocheilus_anshuiensis","SAMN03320099"
"Malaclemys_terrapin_terrapin","terp_v2_2"
"Rhinopithecus_bieti","ASM169854v1"
"Ailuropoda_melanoleuca","ensembl_79_ailMel1"
"Amazona_vittata","AV1"
"Anas_platyrhynchos","bgi_2011-10-28"
"Aquila_chrysaetos_canadensis","ncbi_100"
"Balaenoptera_bonaerensis","ASM97880v1"
"Bos_taurus","ensembl_79_UMD3.1"
"Callithrix_jacchus","ensembl_79_C_jacchus3.2.1"
"Canis_familiaris","ensembl_79_CanFam3.1"
"Cavia_aperea","CavAp1.0"
"Cavia_porcellus","ensembl_79_cavPor3"
"Chlamydotis_macqueenii","ASM69519v1"
"Choloepus_hoffmanni","ensembl_79_choHof1"
"Colinus_virginianus","NB1.1"
"Cricetulus_griseus","CHO-K1-v1"
"Dasypus_novemcinctus","ensembl_79_Dasnov3.0"
"Echinops_telfairi","ensembl_79_TENREC"
"Equus_caballus","ensembl_79_EquCab2"
"Equus_ferus_przewalskii","ncbi_9798_15Dec2014"
"Equus_ferus_thistlecreek","Henan_EquCab2_Jun30"
"Erinaceus_europaeus","ensembl_79_HEDGEHOG"
"Falco_cherrug","F_cherrug_v1.0"
"Felis_catus","ensembl_79_Felis_catus_6.2"
"Gallus_gallus","ensembl_Galgal4"
"Gorilla_gorilla","ensembl_79_gorGor3.1"
"Homo_sapiens","ensembl_79_GRCh38"
"Homo_sapiens","goldenpath_hg19_2009"
"Lemur_catta","2015-06-26"
"Lepidothrix_coronata",1.0
"Loxodonta_africana","ensembl_79_loxAfr3"
"Macaca_mulatta","ensembl_79_MMUL_1"
"Macropus_eugenii","ensembl_79_Meug_1.0"
"Microcebus_murinus","ensembl_79_micMur1"
"Monodelphis_domestica","ensembl_79_BROADO5"
"Mus_musculus","ensembl_79_GRCm38"
"Mus_musculus","129S1_SvImJ"
"Mus_musculus","A_J"
"Mus_musculus","BALB_cJ"
"Mus_musculus","C3H_HeJ"
"Mus_musculus","CBA_J"
"Mus_musculus","DBA_2J"
"Mus_musculus","FVB_NJ"
"Mus_musculus","LP_J"
"Mus_musculus","NOD_ShiLtJ"
"Mus_musculus","NZO_HlLtJ"
"Mustela_putorius_furo","ensembl_79_MusPutFur1.0"
"Myotis_lucifugus","ensembl_79_Myoluc2.0"
"Ochotona_princeps","ensembl_79_pika"
"Ornithorhynchus_anatinus","ensembl_79_OANA5"
"Oryctolagus_cuniculus","ensembl_79_OryCun2.0"
"Otolemur_garnettii","ensembl_79_OtoGar3"
"Ovis_aries","ensembl_79_Oar_v3.1"
"Pan_troglodytes","ensembl_79_CHIMP2.1.4"
"Papio_anubis","ensembl_79_PapAnu2.0"
"Parus_major","1.0.3"
"Phodopus_sungorus","Psun0.5"
"Phylloscopus_plumbeitarsus","GWplu1.0"
"Phylloscopus_trochiloides_viridanus","GWvir1.0"
"Pongo_abelii","ensembl_79_PPYG2"
"Procavia_capensis","ensembl_79_proCap1"
"Pteropus_vampyrus","ensembl_79_pteVam1"
"Rattus_norvegicus","ensembl_79_Rnor_5.0"
"Sarcophilus_harrisii","ensembl_79_DEVIL7.0"
"Sorex_araneus","ensembl_79_COMMON_SHREW1"
"Sturnus_vulgaris","GCA_001447265.1"
"Sus_scrofa","ensembl_79_Sscrofa10.2"
"Tarsius_syrichta","ensembl_tarSyr1"
"Tupaia_belangeri","ensembl_79_TREESHREW"
"Tursiops_truncatus","ensembl_79_turTru1"
"Vicugna_pacos","ensembl_79_vicPac1"
"Bos_indicus","Bos_indicus_1.0"
"Microtus_agrestis","ASM130599v1"
"Gulo_gulo","Gulo_2.2"
"Guentherus_altivela","ASM90031259v1"
"Grus_japonensis","ver1.0"
"Graphiurus_murinus","GraMur_v1_BIUU"
"Grammomys_surdaster","NIH_TR_1.0"
"Gopherus_evgoodei","GopEvg1_v1"
"Gopherus_agassizii","ASM289641v1"
"Globicephala_melas","ASM654740v1"
"Glis_glis","GliGli_v1"
"Gambusia_affinis","ASM309773v1"
"Gallirallus_okinawae","Gallirallus_okinawae_ver1.0"
"Gadus_chalcogrammus","ASM90030257v1"
"Gadiculus_argenteus","ASM90030259v1"
"Felis_nigripes","FelNig_v1_BIUU"
"Eumetopias_jubatus","ASM402803v1"
"Eulemur_fulvus","EulFul_v1"
"Eschrichtius_robustus","ASM218922v1"
"Erythrura_gouldiae","GouldianFinchv1"
"Erythrocebus_patas","EryPat_v1"
"Erpetoichthys_calabaricus","fErpCal1.1"
"Equus_zebra_hartmannae","Henan_16MAR2017"
"Equus_kiang","Henan_21MAR2017"
"Equus_hemionus","Henan_21MAR2017"
"Equus_grevyi","Henan_16MAR2017"
"Equus_burchellii_quagga","Henan_16MAR2017"
"Equus_burchellii_boehmi","Henan_16MAR2017"
"Equus_asinus_somalicus","Henan_21MAR2017"
"Eptatretus_burgeri","Eburgeri_3.2"
"Epinephelus_moara","YSFRI_EMoa_1.0"
"Epinephelus_lanceolatus","ASM528154v1"
"Eopsaltria_australis","eyr_v1"
"Eonycteris_spelaea","Espe.v1"
"Enhydra_lutris","ASM228890v2"
"Emydura_subglobosa",1.0
"Emydocephalus_ijimae",1.0
"Empidonax_traillii","GCA_003031625"
"Dromaius_novaehollandiae","GCA_003342905.1_droNov1"
"Dolichotis_patagonum","DolPat_v1"
"Dipodomys_stephensi","DipSte_v1_BIUU"
"Diphyllodes_magnificus","GCA_003713285.1"
"Dinomys_branickii","DinBra_v1"
"Diceros_bicornis","DicBicMic_v1_BIUU"
"Dicerorhinus_sumatrensis_sumatrensis","ASM284483v1"
"Desmodus_rotundus","GCA_002940915"
"Dermatemys_mawii",1.0
"Dermochelys_coriacea","GSC_toitle_1.0"
"Denticeps_clupeoides","fDenClu1.1"
"Delphinapterus_leucas","ASM228892v2"
"Daubentonia_madagascariensis","DauMad_v1_BIUU"
"Danionella_dracula","fDanDra1.1"
"Damaliscus_lunatus","CTB"
"Cuora_mccordi","ASM384633v1"
"Cuora_amboinensis","Cuora_amboinensis-1.0"
"Ctenomys_sociabilis","CteSoc_v1"
"Cryptoprocta_ferox","CryFer_v1_BIUU"
"Crotalus_viridis","CroVir2.0"
"Crocidura_indochinensis","CroInd_v1_BIUU"
"Cricetomys_gambianus","CriGam_v1"
"Craseonycteris_thonglongyai","CraTho_v1_BIUU"
"Coryphaenoides_rupestris","ASM289596v1"
"Corvus_hawaiiensis","GCA_003402825.1_Coha_1.0"
"Corapipo_altera","ASM394572v1"
"Connochaetes_taurinus","BWD"
"Collichthys_lucidus","ASM411991v1"
"Clarias_batrachus","ASM398787v1"
"Ciconia_boyciana","ver1.0"
"Cirrhinus_molitorella","ASM402844v1"
"Cicinnurus_regius","GCA_003713305.1"
"Chrysolophus_pictus","Chrysolophus_pictus_GenomeV1.0"
"Chromis_chromis","ASM90030275v1"
"Choloepus_didactylus","ChoDid_v1_BIUU"
"Chiloscyllium_punctatum","Cpunctatum_v1.0"
"Chiloscyllium_plagiosum","ASM401019v1"
"Chelydra_serpentina",1.0
"Chelonoidis_abingdonii","ASM359739v1"
"Chatrabus_melanurus","ASM90030263v1"
"Chaetophractus_vellerosus","ChaVel_v1_BIUU"
"Chaenocephalus_aceratus","ASM90030267v1"
"Cervus_elaphus_hippelaphus","Celaphus1.0"
"Ceratotherium_simum_cottoni","CerCot_v1_BIUU"
"Cebus_albifrons","CebAlb_v1_BIUU"
"Cavia_tschudii","CavTsc_v1_BIUU"
"Catagonus_wagneri","CatWag_v1_BIUU"
"Casuarius_casuarius","GCA_003342895.1_casCas1"
"Castor_canadensis","CasCan_v1"
"Carollia_perspicillata","CarPer_v1_BIUU"
"Carettochelys_insculpta",1.0
"Capromys_pilorides","CapPil_v1_BIUU"
"Capra_sibirica","ASM318261v1"
"Canis_lupus_dingo","ASM325472v1"
"Callorhinus_ursinus","ASM326570v1"
"Callipepla_squamata","ASM221830v1"
"Eurynorhynchus_pygmeus","GCA_003697955"
"Bubo_blakistoni","ver1.0"
"Brotula_barbata","ASM90030326v1"
"Brosme_brosme","ASM90030242v1"
"Bregmaceros_cantori","ASM90030239v1"
"Bradypus_variegatus","BraVar_v1_BIUU"
"Boreogadus_saida","ASM90030251v1"
"Beryx_splendens","ASM90031256v1"
"Betta_splendens","GCA_003650155"
"Benthosema_glaciale","ASM90032337v1"
"Beatragus_hunteri","BeaHun_v1_BIUU"
"Bambusicola_thoracicus","Bthov1.0"
"Bathygadus_melanobranchus","ASM90030237v1"
"Axis_porcinus","GCA_003798545"
"Athene_cunicularia","athCun1"
"Astatotilapia_calliptera","fAstCal1.2"
"Arctogadus_glacialis","ASM90030323v1"
"Arctocephalus_gazella","ArcGazv1.4"
"Arapaima_gigas","Agigas_genome_assembly_all_mixed_samples"
"Apteryx_rowi","GCA_003343035"
"Apteryx_haastii","GCA_003342985.1_aptHaa1"
"Antrozous_pallidus","AntPal_v1_BIUU"
"Antilocapra_americana","AntAmePen_v1_BIUU"
"Antennarius_striatus","ASM90030327v1"
"Anoura_caudifer","AnoCau_v1_BIUU"
"Anomalopteryx_didiformis","anoDid_nucDNA_orig"
"Anas_zonorhyncha","ASM222487v1"
"Anabas_testudineus","GCA_900324465"
"Anabarilius_grahami","BGI_Agra_1.0"
"Amphiprion_percula","Nemo_v1"
"Amphiprion_ocellaris","AmpOce1.0"
"Amphiprion_frenatus","AmpOce1.0"
"Alcelaphus_buselaphus","HBT"
"Alouatta_palliata","AloPal_v1_BIUU"
"Ageneiosus_inermis","GCA_003347165.1"
"Aepyceros_melampus","IMP"
"Acridotheres_javanicus","ASM284967v1"
"Acomys_cahirinus","AcoCah_v1_BIUU"
"Acipenser_ruthenus","ASM411989v1"
"Zeus_faber","ASM90032333v1"
"Zapus_hudsonius","ZapHud_v1_BIUU"
"Zalophus_californianus","zalCal2.2"
"Xerus_inauris","XerIna_v1_BIUU"
"Vulpes_vulpes","VulVul2.2"
"Vulpes_lagopus","VulLag_v1_BIUU"
"Vombatus_ursinus","WM_v1.0"
"Varanus_komodoensis","ASM479886v1"
"Ursus_arctos_horribilis","ASM358476v1"
"Ursus_americanus","GCA_003344425.1_ASM334442v1"
"Uropsilus_gracilis","UroGra_v1_BIUU"
"Urocitellus_parryii","ASM342692v1"
"Urile_pelagicus","ASM217343v1"
"Uria_lomvia","UriLom_1.1"
"Typhlichthys_subterraneus","ASM90030240v1"
"Tympanuchus_cupido","GPC_3440_v1"
"Tursiops_aduncus","ASM322739v1"
"Trisopterus_minutus","ASM90030241v1"
"Tragulus_javanicus","TraJav_v1_BIUU"
"Trachinotus_ovatus","golden_pompano_genome_number_1"
"Tonatia_saurophila","TonSau_v1_BIUU"
"Tolypeutes_matacus","TolMat_v1"
"Thymallus_thymallus","ASM434828v1"
"Thylacine_cynocephalus","Refassem_1"
"Thunnus_thynnus","GBYP_Tthy_1.0"
"Thunnus_albacares","ASM90030262v1"
"Thryonomys_swinderianus","ThrSwi_v1_BIUU"
"Theropithecus_gelada","Tgel_1.0"
"Terrapene_mexicana_triunguis","T_m_triunguis-1.0"
"Tenualosa_ilisha","ASM365119v1"
"Taxidea_taxus","GCA_003697995"
"Tapirus_indicus","TapInd_v1_BIUU"
"Tamandua_tetradactyla","TamTet_v1"
"Takifugu_bimaculatus","ASM402614v1"
"Tachysurus_fulvidraco","GCA_003724035.1"
"Tachycineta_bicolor","CLO_TRES_1"
"Syngnathus_scovelli","ssc_2016_12_20_chromlevel"
"Syncerus_caffer","GCA_006408785_ABF"
"Symphodus_melops","CHI06"
"Sylvicapra_grimmia","CMD"
"Suricata_suricatta","SurSur_v1_BIUU"
"Stylephorus_chordatus","ASM90031261v1"
"Strix_occidentalis_caurina","Soccid_v01"
"Strigops_habroptilus","bStrHab1_v1"
"Sporophila_hypoxantha","SpoHypox2.0"
"Sphenodon_punctatus","GCA_003113815"
"Spheniscus_mendiculus","ASM326465v1"
"Spheniscus_magellanicus","ASM326471v1"
"Spheniscus_humboldti","ASM326454v1"
"Spermophilus_dauricus","ASM240643v1"
"Sparus_aurata","ASM330901v1"
"Sousa_chinensis","ASM352133v1"
"Solenodon_paradoxus_woodi","ASM290108v1"
"Simochromis_diagramma","fSimDia1.1"
"Sigmodon_hispidus","SigHis_v1"
"Setophaga_coronata","mywagenomev1.1"
"Seriola_rivoliana","ASM299450v1"
"Seriola_quinqueradiata","Squ_1.0"
"Seriola_lalandi_dorsalis","Sedor1"
"Seriola_dumerili","Sdu_1.0"
"Semnopithecus_entellus","SemEnt_v1"
"Sebastes_steindachneri","ASM191078v1"
"Sebastes_minor","ASM191076v1"
"Sebastes_aleutianus","ASM191080v1"
"Scyliorhinus_torazame","Storazame_v1.0"
"Scophthalmus_maximus","ASM318616v1"
"Scalopus_aquaticus","ScaAqu_v1"
"Sardina_pilchardus","SP_G"
"Saxicola_maurus","Saxicola_maurus.2"
"Sardina_pilchardus","1_UP_Spi"
"Salvelinus_alpinus","ASM291031v2"
"Salvator_merianae","HLtupMer6"
"Salarias_fasciatus","fSalaFa1.1"
"Saiga_tatarica","SaiTat_v1"
"Saguinus_imperator","SagImp_v1_BIUU"
"Rondeletia_loricata","ASM90030260v1"
"Rhizomys_pruinosus","RhiPru_v1_BIUU"
"Rhinolophus_sinicus","ASM188883v1"
"Rhinella_marina","GCA_900303285"
"Rhea_americana","GCA_003343005.1_rheAme1"
"Reinhardtius_hippoglossoides","ASM618292v1"
"Regalecus_glesne","ASM90030258v1"
"Redunca_redunca","BHR"
"Recurvirostra_avosetta","ASM402374v1"
"Raphicerus_campestris","SNB"
"Rangifer_tarandus","RanTarSib_v1_BIUU"
"Rana_catesbeiana","RCv2.1"
"Pyxicephalus_adspersus","Pads_1.0"
"Pygoscelis_papua","ASM326461v1"
"Pygoscelis_antarcticus","ASM326459v1"
"Pygathrix_nemaeus","PygNem_v1_BIUU"
"Pungitius_pungitius","ASM339955v1"
"Puma_concolor","GCF_003327715.1_PumCon1.0"
"Pteronura_brasiliensis","PteBra_v1_BIUU"
"Pterocnemia_pennata","GCA_003342835.1_rhePen1"
"Psittacula_krameri","P.krameri1.0"
"Pseudonaja_textilis","EBS10Xv"
"Pseudois_nayaur","ASM318257v1"
"Psammomys_obesus","ASM221593v1"
"Przewalskium_albirostris","WLD"
"Protobothrops_flavoviridis","GCA_003402635.1_HabAm_1.0"
"Prolemur_simus","Prosim_1.0"
"Procapra_przewalskii","PLG"
"Prionailurus_bengalensis_euptilurus","v01"
"Poropuntius_huangchuchieni","ASM412479v1"
"Pogona_vitticeps","pvi1.1"
"Podocnemis_expansa",1.0
"Podarcis_muralis","PodMur_1.0"
"Plecturocebus_donacophilus","CalDon_v1_BIUU"
"Platysternon_megacephalum","ASM394214v1"
"Platanista_minor","PlaMin_v1_BIUU"
"Mugil_soiuy","Liza_haematocheila_0.1"
"Pithecia_pithecia","PitPit_v1"
"Pipra_filicauda","ASM394559v1"
